speed,down_up,price,name,type,address,success
1200 Mbps,Download,70,Xfinity,Gigabit Extra,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
35 Mbps,Upload,70,Xfinity,Gigabit Extra,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
1200 Mbps,Download,79.99,Xfinity,Gigabit,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
1200 Mbps,Download,79.99,Xfinity,Gigabit,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
35 Mbps,Upload,79.99,Xfinity,Gigabit,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
1200 Mbps,Download,84.99,Xfinity,Gigabit,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
35 Mbps,Upload,84.99,Xfinity,Gigabit,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
1200 Mbps,Download,129.99,Xfinity,Signature+ More,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
1200 Mbps,Download,149.99,Xfinity,Super+ More,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
1000 Mbps,Download,120.95,Point Broadband,EXTREME,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
1000 Mbps,Upload,120.95,Point Broadband,EXTREME,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
900 Mbps,Download,60,Xfinity,Ultrafast,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
20 Mbps,Upload,60,Xfinity,Ultrafast,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
900 Mbps,Download,69.99,Xfinity,Extreme Pro,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
15 Mbps,Upload,69.99,Xfinity,Extreme Pro,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
900 Mbps,Download,69.99,Xfinity,Extreme Pro,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
900 Mbps,Download,74.99,Xfinity,Ultrafast,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
20 Mbps,Upload,74.99,Xfinity,Ultrafast,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
900 Mbps,Download,99.99,Xfinity,Select+ More,"15535, Branch Street, Shady Grove, Abingdon, Washington County, Virginia, 24210, United States",True
